opt_sol,opt_cost,adj_matrix,max_cost,size,avg_cost_new_method_p_layer_circuit_384,avg_gap_new_method_p_layer_circuit_384,avg_opt_reached_new_method_p_layer_circuit_384,avg_proba_new_method_p_layer_circuit_384,avg_cost_new_method_censored_circuit_384,avg_gap_new_method_censored_circuit_384,avg_opt_reached_new_method_censored_circuit_384,avg_proba_new_method_censored_circuit_384,avg_cost_old_gray_trotter_method,avg_gap_old_gray_trotter_method,avg_opt_reached_old_gray_trotter_method,avg_proba_old_gray_trotter_method
"[0, 6, 5, 1, 4, 2, 3, 7]",130,"[[0, 36, 43, 38, 36, 13, 11, 32], [36, 0, 39, 40, 34, 23, 26, 44], [43, 39, 0, 6, 7, 35, 42, 16], [38, 40, 6, 0, 5, 31, 38, 10], [36, 34, 7, 5, 0, 28, 35, 13], [13, 23, 35, 31, 28, 0, 7, 30], [11, 26, 42, 38, 35, 7, 0, 36], [32, 44, 16, 10, 13, 30, 36, 0]]",396,8,137.0,5.384615384615387,0.0,80.0,143.0,10.000000000000014,0.0,100.0,134.0,3.076923076923066,0.0,100.0
"[0, 5, 3, 2, 1, 4, 7, 6]",109,"[[0, 23, 41, 21, 18, 10, 9, 14], [23, 0, 23, 12, 7, 17, 30, 11], [41, 23, 0, 20, 24, 31, 50, 33], [21, 12, 20, 0, 7, 11, 30, 17], [18, 7, 24, 7, 0, 10, 26, 10], [10, 17, 31, 11, 10, 0, 19, 12], [9, 30, 50, 30, 26, 19, 0, 19], [14, 11, 33, 17, 10, 12, 19, 0]]",450,8,113.0,3.6697247706422047,0.0,100.0,109.0,0.0,1.0,100.0,111.0,1.8348623853210881,0.0,100.0
"[0, 3, 7, 4, 6, 1, 2, 5]",140,"[[0, 37, 20, 7, 24, 17, 22, 23], [37, 0, 30, 35, 35, 52, 23, 44], [20, 30, 0, 24, 38, 25, 30, 41], [7, 35, 24, 0, 17, 24, 17, 17], [24, 35, 38, 17, 0, 40, 12, 9], [17, 52, 25, 24, 40, 0, 40, 37], [22, 23, 30, 17, 12, 40, 0, 21], [23, 44, 41, 17, 9, 37, 21, 0]]",468,8,162.0,15.714285714285722,0.0,40.0,161.0,14.999999999999986,0.0,84.0,153.0,9.285714285714278,0.0,100.0
"[0, 3, 6, 5, 1, 2, 4, 7]",108,"[[0, 26, 23, 26, 15, 29, 33, 7], [26, 0, 25, 15, 27, 4, 8, 33], [23, 25, 0, 36, 10, 29, 32, 25], [26, 15, 36, 0, 35, 13, 16, 34], [15, 27, 10, 35, 0, 31, 35, 15], [29, 4, 29, 13, 31, 0, 5, 36], [33, 8, 32, 16, 35, 5, 0, 41], [7, 33, 25, 34, 15, 36, 41, 0]]",369,8,108.0,0.0,1.0,100.0,139.0,28.703703703703695,0.0,66.0,108.0,0.0,1.0,100.0
"[0, 1, 3, 2, 7, 4, 5, 6]",131,"[[0, 9, 45, 29, 44, 47, 21, 33], [9, 0, 36, 20, 36, 40, 15, 24], [45, 36, 0, 16, 19, 30, 31, 15], [29, 20, 16, 0, 24, 33, 20, 11], [44, 36, 19, 24, 0, 11, 24, 13], [47, 40, 30, 33, 11, 0, 26, 21], [21, 15, 31, 20, 24, 26, 0, 15], [33, 24, 15, 11, 13, 21, 15, 0]]",423,8,132.0,0.7633587786259426,0.0,38.0,149.0,13.74045801526718,0.0,56.00000000000001,132.0,0.7633587786259426,0.0,54.0
"[0, 1, 3, 6, 4, 7, 2, 5]",162,"[[0, 14, 21, 18, 49, 22, 45, 42], [14, 0, 17, 5, 40, 14, 31, 42], [21, 17, 0, 21, 29, 5, 37, 25], [18, 5, 21, 0, 40, 18, 27, 46], [49, 40, 29, 40, 0, 27, 34, 30], [22, 14, 5, 18, 27, 0, 32, 28], [45, 31, 37, 27, 34, 32, 0, 56], [42, 42, 25, 46, 30, 28, 56, 0]]",504,8,164.0,1.2345679012345698,0.0,78.0,164.0,1.2345679012345698,0.0,74.0,162.0,0.0,1.0,76.0
"[0, 3, 6, 1, 2, 5, 4, 7]",126,"[[0, 30, 30, 24, 34, 36, 36, 21], [30, 0, 2, 7, 21, 9, 12, 40], [30, 2, 0, 8, 19, 7, 14, 39], [24, 7, 8, 0, 25, 16, 13, 37], [34, 21, 19, 25, 0, 16, 33, 31], [36, 9, 7, 16, 16, 0, 19, 42], [36, 12, 14, 13, 33, 19, 0, 51], [21, 40, 39, 37, 31, 42, 51, 0]]",459,8,130.0,3.1746031746031917,0.0,96.0,147.0,16.66666666666667,0.0,100.0,126.0,0.0,1.0,98.0
"[0, 1, 6, 3, 2, 7, 5, 4]",158,"[[0, 5, 18, 28, 13, 21, 23, 42], [5, 0, 13, 26, 16, 20, 24, 38], [18, 13, 0, 23, 28, 23, 30, 29], [28, 26, 23, 0, 42, 44, 18, 50], [13, 16, 28, 42, 0, 16, 35, 44], [21, 20, 23, 44, 16, 0, 44, 30], [23, 24, 30, 18, 35, 44, 0, 59], [42, 38, 29, 50, 44, 30, 59, 0]]",531,8,160.0,1.2658227848101262,0.0,68.0,167.0,5.696202531645582,0.0,76.0,199.0,25.9493670886076,0.0,20.0
"[0, 1, 3, 2, 5, 7, 6, 4]",148,"[[0, 25, 30, 21, 17, 48, 42, 42], [25, 0, 23, 16, 39, 42, 55, 51], [30, 23, 0, 9, 32, 20, 36, 31], [21, 16, 9, 0, 28, 29, 39, 35], [17, 39, 32, 28, 0, 44, 27, 29], [48, 42, 20, 29, 44, 0, 34, 27], [42, 55, 36, 39, 27, 34, 0, 7], [42, 51, 31, 35, 29, 27, 7, 0]]",495,8,148.0,0.0,1.0,42.0,182.0,22.972972972972983,0.0,100.0,157.0,6.081081081081081,0.0,76.0
"[0, 6, 4, 2, 1, 5, 3, 7]",120,"[[0, 33, 41, 28, 41, 38, 14, 27], [33, 0, 10, 8, 17, 11, 19, 20], [41, 10, 0, 18, 9, 18, 26, 30], [28, 8, 18, 0, 24, 10, 17, 12], [41, 17, 9, 24, 0, 27, 27, 37], [38, 11, 18, 10, 27, 0, 27, 16], [14, 19, 26, 17, 27, 27, 0, 22], [27, 20, 30, 12, 37, 16, 22, 0]]",369,8,120.0,0.0,1.0,76.0,120.0,0.0,1.0,98.0,126.0,5.0,0.0,60.0
"[0, 3, 1, 7, 2, 5, 6, 4]",142,"[[0, 26, 17, 13, 1, 34, 36, 26], [26, 0, 33, 21, 27, 57, 61, 19], [17, 33, 0, 30, 17, 24, 30, 21], [13, 21, 30, 0, 14, 48, 48, 30], [1, 27, 17, 14, 0, 33, 34, 26], [34, 57, 24, 48, 33, 0, 9, 45], [36, 61, 30, 48, 34, 9, 0, 52], [26, 19, 21, 30, 26, 45, 52, 0]]",549,8,155.0,9.154929577464799,0.0,86.0,156.0,9.859154929577471,0.0,96.0,145.0,2.1126760563380316,0.0,100.0
"[0, 1, 7, 5, 6, 3, 4, 2]",126,"[[0, 17, 4, 25, 22, 28, 29, 25], [17, 0, 21, 39, 35, 45, 46, 39], [4, 21, 0, 21, 18, 25, 25, 24], [25, 39, 21, 0, 3, 27, 21, 37], [22, 35, 18, 3, 0, 27, 22, 36], [28, 45, 25, 27, 27, 0, 8, 16], [29, 46, 25, 21, 22, 8, 0, 24], [25, 39, 24, 37, 36, 16, 24, 0]]",414,8,132.0,4.761904761904773,0.0,54.0,126.0,0.0,1.0,100.0,128.0,1.5873015873015817,0.0,98.0
"[0, 1, 6, 3, 7, 5, 2, 4]",146,"[[0, 14, 13, 37, 6, 28, 27, 34], [14, 0, 27, 34, 19, 41, 13, 45], [13, 27, 0, 45, 9, 19, 40, 31], [37, 34, 45, 0, 43, 45, 34, 37], [6, 19, 9, 43, 0, 28, 32, 37], [28, 41, 19, 45, 28, 0, 53, 14], [27, 13, 40, 34, 32, 53, 0, 55], [34, 45, 31, 37, 37, 14, 55, 0]]",495,8,177.0,21.23287671232876,0.0,100.0,187.0,28.082191780821915,0.0,70.0,146.0,0.0,1.0,62.0
"[0, 1, 6, 2, 3, 5, 7, 4]",131,"[[0, 15, 42, 37, 4, 9, 28, 8], [15, 0, 27, 26, 19, 10, 20, 10], [42, 27, 0, 23, 46, 36, 29, 37], [37, 26, 23, 0, 41, 28, 41, 29], [4, 19, 46, 41, 0, 12, 31, 11], [9, 10, 36, 28, 12, 0, 29, 1], [28, 20, 29, 41, 31, 29, 0, 28], [8, 10, 37, 29, 11, 1, 28, 0]]",414,8,132.0,0.7633587786259426,0.0,100.0,132.0,0.7633587786259426,0.0,100.0,132.0,0.7633587786259426,0.0,96.0
"[0, 4, 3, 2, 6, 7, 1, 5]",130,"[[0, 33, 19, 19, 15, 21, 51, 30], [33, 0, 28, 36, 34, 12, 32, 14], [19, 28, 0, 8, 8, 16, 34, 18], [19, 36, 8, 0, 4, 23, 40, 26], [15, 34, 8, 4, 0, 21, 42, 26], [21, 12, 16, 23, 21, 0, 33, 10], [51, 32, 34, 40, 42, 33, 0, 22], [30, 14, 18, 26, 26, 10, 22, 0]]",459,8,142.0,9.230769230769226,0.0,78.0,150.0,15.384615384615373,0.0,32.0,136.0,4.615384615384627,0.0,68.0
"[0, 2, 3, 4, 5, 1, 7, 6]",158,"[[0, 50, 15, 14, 8, 26, 16, 35], [50, 0, 65, 54, 48, 31, 33, 27], [15, 65, 0, 17, 17, 38, 31, 49], [14, 54, 17, 0, 8, 24, 23, 46], [8, 48, 17, 8, 0, 21, 15, 38], [26, 31, 38, 24, 21, 0, 15, 33], [16, 33, 31, 23, 15, 15, 0, 23], [35, 27, 49, 46, 38, 33, 23, 0]]",585,8,166.0,5.063291139240505,0.0,66.0,171.0,8.22784810126582,0.0,12.0,171.0,8.22784810126582,0.0,100.0
"[0, 1, 7, 5, 4, 3, 2, 6]",56,"[[0, 5, 14, 12, 11, 15, 10, 13], [5, 0, 19, 15, 12, 15, 15, 11], [14, 19, 0, 7, 14, 17, 4, 23], [12, 15, 7, 0, 6, 9, 7, 16], [11, 12, 14, 6, 0, 4, 12, 10], [15, 15, 17, 9, 4, 0, 16, 9], [10, 15, 4, 7, 12, 16, 0, 20], [13, 11, 23, 16, 10, 9, 20, 0]]",207,8,56.0,0.0,1.0,82.0,67.0,19.64285714285714,0.0,100.0,56.0,0.0,1.0,98.0
